0.2405758234,-0.1053605157,0.8195435633,6,0.1541506798,0.005716666667
0.2405758234,-0.1053605157,0.7424682234,11,0.07707533991,0.001429166667
0.3758997241,-0.1053605157,0.6962230194,26,0.03083013597,0.0003572916667
0.3758997241,-0.1053605157,0.6962230194,52,0.01541506798,8.932291667e-05


3.849213175,-0.1053605157,0.7039305534,21,0.03853766996,0.005716666667
3.849213175,-0.1053605157,0.6846617185,41,0.01926883498,0.001429166667
3.849213175,-0.1053605157,0.6846617185,82,0.009634417489,0.0003572916667
3.849213175,-0.1053605157,0.6846617185,164,0.004817208745,8.932291667e-05


4.491133262,4.423178604,0.04757895174,0.7830067709,0.01308866769,1.991556976
4.461601566,4.394093747,0.01849409551,0.7678168316,0.0158968268,1.842287701
4.448834511,4.381519869,0.005920216561,0.7629136443,0.01685547857,1.819923379
4.44383204,4.376593089,0.0009934367864,0.7620816264,0.0171325487,1.817010442


4.220579585,4.156718633,0.2188810188,0.7757647468,0.02370808797,2.307059084
4.395282342,4.328777989,0.04682166324,0.7660968053,0.01883043099,1.937452663
4.432286221,4.365221968,0.01037768402,0.7624060373,0.01760314055,1.844041213
4.43969257,4.372516253,0.003083398963,0.7619518267,0.01732010627,1.823032851


4.308496482,4.243305273,0.1322943786,0.7619092373,0.0234839606,2.268614735
4.409012423,4.342300322,0.03329932956,0.761330382,0.01873794438,1.92450612
4.434010942,4.366920592,0.008679059684,0.7616620471,0.0175949272,1.842479165
4.440642652,4.373451959,0.002147692849,0.761810633,0.01730243844,1.821589652


4.357693905,4.291758297,0.08384135484,0.7785501312,0.0180734519,2.193466947
4.428883563,4.361870795,0.01372885692,0.7667627189,0.01730781974,1.890610702
4.44059318,4.373403236,0.002196416051,0.7626463857,0.0172250192,1.831982813
4.441764402,4.374556736,0.00104291574,0.7620158746,0.01722605251,1.820021292


4.477189651,4.409445971,0.03384631867,0.7766052193,-0.02178075444,2.534302554
4.442474223,4.375255817,0.0003438348455,0.7621001694,0.01778849333,1.867511496
4.442315866,4.375099856,0.0004997958139,0.7619088911,0.01721553162,1.830336578
4.442703136,4.375481267,0.0001183854486,0.7618738977,0.01720848662,1.818563994


0,1.982403875,8.675191796,16.09151682,24.33359803,33.51727331,43.77383533,
0,3.115608395,8.849257331,16.2901738,24.5601228,33.77538392,44.06792792,
0,3.745445654,9.259984623,16.48961898,24.78754204,34.03455214,44.36317368,
0,4.171046735,9.672595109,16.74662342,25.01586944,34.2947617,44.65957702,
0,4.491133262,10.05089576,17.0341639,25.25876591,34.55600853,44.9571424,


0,1.982403875,8.675191796,16.09151682,24.33359803,33.51727331,43.77383533,
0,2.79372543,8.959866026,16.30931019,24.56405464,33.77673659,44.06792792,
0,3.394869014,9.288507753,16.54820948,24.80094237,34.038345,44.36317368,
0,3.855679967,9.626809898,16.80415821,25.04540701,34.3028204,44.65957702,
0,4.220579585,9.9579351,17.07167664,25.29741033,34.57064466,44.9571424,
